,path,left,middle,right,class
15,Dset-1.0/training/Crossing/1_0_3478Image.jpeg,"[414.5291013750012, 61.49711228078073, 10.401162112230804]","[-240.9610186849586, -3.6411878873239574, 14.784892422917473]","[-277.58817650455177, -36.70137714421417, -145.4985892648772]",Dset-1.0
16,Dset-1.0/training/Crossing/1_0_3465Image.jpeg,"[436.52076014961307, 74.351042712809, 18.319851615759763]","[-241.84186054077117, -5.588140313126432, 13.535064175121331]","[-291.9848900570092, -5.5071766110323015, -111.41634368073593]",Dset-1.0
17,Dset-1.0/training/Crossing/1_0_3162Image.jpeg,"[207.3050837953899, -90.67317140617703, -99.32117211139294]","[-226.22332973129815, -5.954531030807837, 17.131306512584395]","[-340.5256500814647, 57.67761973183304, -2.9734454005895237]",Dset-1.0
18,Dset-1.0/training/Crossing/1_0_3065Image.jpeg,"[225.4228851339083, -76.98378744218793, -88.74392039294874]","[-256.6207316842542, -3.4453663856303174, 15.024132212693212]","[-40.67697306306794, -217.3893173442724, 8.12979889310187]",Dset-1.0
19,Dset-1.0/training/Crossing/1_0_3023Image.jpeg,"[269.519647008045, -39.33737294380712, -68.36217795550877]","[-254.90870653355597, -5.091121551958729, 14.904170784109303]","[-40.828718800117265, -204.4670265735385, -1.4357756218652524]",Dset-1.0
20,Dset-1.0/training/Crossing/1_0_3148Image.jpeg,"[208.8835831480124, -91.00622875419069, -100.02440444348166]","[-238.8090855071775, -8.31949867059442, 15.551083658989839]","[-316.8884054895919, 44.3186985975454, -34.924947211217486]",Dset-1.0
21,Dset-1.0/training/Crossing/1_0_3130Image.jpeg,"[206.25285603434992, -91.06943320102575, -101.61638922999873]","[-236.4367796332777, -6.296739415712, 15.70328076764942]","[-322.4100820880922, 42.71690739357888, -32.67106645524545]",Dset-1.0
22,Dset-1.0/training/Crossing/1_0_4013Image.jpeg,"[257.8887198949201, -62.503206758875145, -81.14529981355759]","[-240.933049502689, -1.8285900933322545, 15.64734337152717]","[-259.03295229875187, -76.29640669513068, -163.9048013722138]",Dset-1.0
23,Dset-1.0/training/Crossing/1_0_3701Image.jpeg,"[462.30061922777395, 89.13059440726045, 29.8624197603957]","[-248.6946133608408, -3.61471921239218, 16.33527457448458]","[-256.16104682102366, -71.64308678443024, -164.21885662840822]",Dset-1.0
24,Dset-1.0/training/Crossing/1_0_3501Image.jpeg,"[190.5315376977927, -115.97538344654828, -113.49031753489736]","[-241.63771094811878, -3.0137447837299587, 16.728203486692905]","[-290.35662435103177, -19.666871434034014, -102.28737387635863]",Dset-1.0
25,Dset-1.0/training/Crossing/1_0_3818Image.jpeg,"[-26.886495496846443, -198.5807672138034, -101.09449117957752]","[156.48799867634028, -66.59397017784963, 27.684751709299768]","[-366.705164743277, 109.59492697623665, -2.882860072985639]",Dset-1.0
26,Dset-1.0/training/Crossing/1_0_3526Image.jpeg,"[160.14947788962223, -128.2551047336846, -116.9692442868195]","[-233.7380893692134, -5.96171983641629, 20.374707590390535]","[-317.0231294718715, 67.83322807209294, 2.3779860432178945]",Dset-1.0
27,Dset-1.0/training/Crossing/1_0_3369Image.jpeg,"[92.55282546957223, -175.84076491107206, -137.1050309028334]","[-239.7587984067673, -3.2370218633121914, 15.949858404542926]","[-97.22495244249426, -228.81616756879643, 5.36392837779069]",Dset-1.0
28,Dset-1.0/training/Crossing/1_0_3520Image.jpeg,"[168.4411258990576, -124.42800735607818, -118.59386958646836]","[-239.60220928504512, -4.380592932745193, 19.58820277965655]","[-302.1042440961908, 46.12370100019132, -32.825091858287436]",Dset-1.0
29,Dset-1.0/training/Crossing/1_0_3306Image.jpeg,"[138.95902404689392, -141.18710165453413, -124.8051875277681]","[-234.58051672543377, -4.513746303631405, 18.055886294018723]","[-316.52969820513226, 72.33550295148994, 0.3654790965710627]",Dset-1.0
30,Dset-1.0/training/Crossing/1_0_3543Image.jpeg,"[25.627106141078666, -190.36050917940523, -121.21186214801752]","[40.544456818029694, -21.751541732399055, 100.13291486233268]","[-346.395296490647, 96.48739346842345, 0.08708469016467588]",Dset-1.0
31,Dset-1.0/training/Crossing/1_0_3107Image.jpeg,"[245.23606343925354, -62.149036189242025, -85.5089582767755]","[-240.11201034807783, -6.359084787571572, 16.25059659473777]","[-306.59618098837404, 17.57996818260854, -68.55318874519804]",Dset-1.0
32,Dset-1.0/training/Crossing/1_0_3255Image.jpeg,"[233.33537919097668, -74.93066248318637, -88.15241591350487]","[-236.57138840866224, -5.060395797337984, 17.82312201563477]","[-245.84372720341477, -107.39050741066212, -166.62816884968024]",Dset-1.0
33,Dset-1.0/training/Crossing/1_0_3283Image.jpeg,"[191.9196066561152, -115.63869073890818, -113.86881297950124]","[-247.61635350042405, -2.246089566697244, 17.368873968443687]","[-262.8096128785073, -49.528304478288135, -128.99572386346168]",Dset-1.0
34,Dset-1.0/training/Crossing/1_0_4005Image.jpeg,"[255.62182477827085, -65.03717405318896, -82.73587573506147]","[-238.58866591710503, -1.2722178603952012, 16.39419893027514]","[-262.17433258943885, -77.70958718296959, -163.32459517767566]",Dset-1.0
35,Dset-1.0/training/Crossing/1_0_3852Image.jpeg,"[-48.484934093427604, -198.05674252886976, -87.59537646373776]","[157.60309554669024, -65.61784192993389, 24.594590446600424]","[-366.66349507245684, 99.43770304961778, -0.030886180492216714]",Dset-1.0
36,Dset-1.0/training/Crossing/1_0_3423Image.jpeg,"[262.15182314202787, -60.45885589794439, -81.17478172725703]","[-239.87885059842262, -2.3065245090841646, 15.936823441133141]","[-268.2259336849305, -76.97296038318967, -164.17224047023268]",Dset-1.0
37,Dset-1.0/training/Crossing/1_0_3788Image.jpeg,"[141.02635385131984, -136.668550167903, -124.91305038904342]","[-233.74692515022758, -5.1555856059159675, 18.929414928169056]","[-317.73423769307755, 71.95057673341735, 1.085112299602819]",Dset-1.0
38,Dset-1.0/training/Crossing/1_0_3071Image.jpeg,"[210.98166700214026, -92.61799977058799, -101.13712201150982]","[-257.6879214927106, -5.130900698328059, 14.070956304986758]","[-58.830274623162865, -207.6541355071184, -5.6516297623924485]",Dset-1.0
39,Dset-1.0/training/Crossing/1_0_3194Image.jpeg,"[300.2001459637445, -29.940177882358423, -61.48177181508308]","[-240.13311610588067, -4.8510699541773485, 18.01266434131086]","[-265.72404377995986, -74.01218777464742, -164.547376533875]",Dset-1.0
40,Dset-1.0/training/Crossing/1_0_3553Image.jpeg,"[-29.298374427407587, -197.63527877091474, -103.09254275030949]","[139.2655480016771, -47.50090711450379, 33.43566961314602]","[-380.4500856095471, 109.4682209813512, 2.1369219983737913]",Dset-1.0
41,Dset-1.0/training/Crossing/1_0_3934Image.jpeg,"[255.5590303330121, -64.91342009140725, -82.7289607148767]","[-237.39445291661838, -1.6696880596738446, 15.93849336808105]","[-266.9961678464644, -77.02364325484196, -164.46849886167925]",Dset-1.0
42,Dset-1.0/training/Crossing/1_0_3845Image.jpeg,"[-76.94570595207794, -192.21819181114725, -69.05135341961335]","[190.85739420834506, -85.628320544636, 25.808827098088443]","[-388.5534383510345, 111.15808299664907, -3.3408102424460715]",Dset-1.0
43,Dset-1.0/training/Crossing/1_0_3044Image.jpeg,"[230.237981682197, -71.4239087338651, -89.18894522473697]","[-257.69297493835404, -4.641205788085886, 15.46421067429643]","[-20.1379302460744, -221.29010357860503, 16.625077172356246]",Dset-1.0
44,Dset-1.0/training/Crossing/1_0_3673Image.jpeg,"[341.4289012869826, 2.8453919936083643, -38.93400765231385]","[-244.46150813905632, -5.895568365676217, 18.052991336471496]","[-247.41310946209046, -106.03599535489575, -169.86881952528844]",Dset-1.0
45,Dset-1.0/training/Crossing/1_0_3375Image.jpeg,"[145.2609496323627, -142.38910443934284, -128.18860679404344]","[-236.58941091439377, -3.9827934154501157, 18.458911610481753]","[-310.68610492893015, 40.475949811073974, -31.48228629697009]",Dset-1.0
46,Dset-1.0/training/Crossing/1_0_3924Image.jpeg,"[255.56287475608434, -64.56476665589287, -82.87252045654049]","[-236.6400383874994, -0.7170330953488225, 16.01677366586905]","[-262.7296158441074, -76.29610327353605, -163.0127498578149]",Dset-1.0
47,Dset-1.0/training/Crossing/1_0_3050Image.jpeg,"[247.40525775298858, -59.277475840952455, -82.97917311422717]","[-256.6207316842542, -3.4453663856303174, 15.024132212693212]","[-5.175340074457963, -221.35931000166624, 20.494464228907155]",Dset-1.0
48,Dset-1.0/training/Crossing/1_0_3466Image.jpeg,"[436.50646742096, 72.45626022920626, 19.802389464510327]","[-242.73441537638604, -4.335688462718114, 13.75263347611378]","[-289.8518506350777, -4.269839973729392, -112.0577342904854]",Dset-1.0
49,Dset-1.0/training/Crossing/1_0_3658Image.jpeg,"[258.2877024076328, -62.08581277010263, -80.82269643263542]","[-241.0783591528636, -4.930385168446303, 18.599530870141074]","[-247.32073003502558, -107.63079316864273, -167.88093143613244]",Dset-1.0
50,Dset-1.0/training/Crossing/1_0_3812Image.jpeg,"[-23.970752608289377, -197.03493465141298, -100.97948301744698]","[108.70132657622975, -34.8497479648843, 47.633336599459795]","[-360.50621375810505, 102.10625884860602, -1.1562376350142438]",Dset-1.0
51,Dset-1.0/training/Crossing/1_0_3245Image.jpeg,"[414.29262512297663, 61.590487893850316, 8.377172814858545]","[-242.34463887519885, -6.805342702085202, 16.088414157130345]","[-247.22614729099476, -102.75971627314517, -169.50099701123855]",Dset-1.0
52,Dset-1.0/training/Crossing/1_0_3393Image.jpeg,"[191.11655292328342, -117.8029529548695, -112.26855533409116]","[-247.3324097487707, -4.033222582915798, 17.6929079567077]","[-306.7479165120817, -21.273463828536627, -100.95731367784447]",Dset-1.0
53,Dset-1.0/training/Crossing/1_0_3202Image.jpeg,"[342.3227397467354, 0.6082001753836916, -39.36748531340748]","[-242.70767308335044, -6.784601030217332, 18.46545026318848]","[-263.557041188341, -73.69544250662112, -164.14958731166098]",Dset-1.0
54,Dset-1.0/training/Crossing/1_0_3810Image.jpeg,"[-17.719326631996857, -198.46444487935437, -101.09587857477435]","[67.29735800002436, -21.092375704804493, 82.82913596671294]","[-349.996106627691, 99.46574515737305, -0.4526591570874952]",Dset-1.0
55,Dset-1.0/training/Crossing/1_0_3677Image.jpeg,"[381.81617976903647, 30.246914771843414, -16.657664175556732]","[-244.64634165590084, -7.32366018958328, 16.651383273296165]","[-245.0999308541163, -103.00539492113727, -171.9969629352054]",Dset-1.0
56,Dset-1.0/training/Crossing/1_0_3669Image.jpeg,"[342.7230868673117, 2.2229047441612235, -37.14112486158946]","[-243.7414681944885, -5.5598727389614275, 17.02243830323017]","[-244.96640625805966, -106.29348932981144, -168.12256485594207]",Dset-1.0
57,Dset-1.0/training/Crossing/1_0_3058Image.jpeg,"[230.68089280458875, -73.892873944862, -88.00116037861844]","[-257.82230549611154, -5.2835152450171154, 15.002974566332634]","[-5.302623169972404, -224.98387595036186, 19.59463754511554]",Dset-1.0
58,Dset-1.0/training/Crossing/1_0_3318Image.jpeg,"[43.64800781160693, -187.01968028591514, -125.62872352653366]","[-85.7889743118971, -90.73329766014788, 106.68025348100498]","[-352.17396972209497, 87.08816258644048, 6.509727379810171]",Dset-1.0
59,Dset-1.0/training/Crossing/1_0_3406Image.jpeg,"[194.5547833161047, -110.40714878921038, -112.15543537747514]","[-238.4622899308546, -0.6456546622758642, 16.42459451254672]","[-248.70531341731123, -107.78282547770738, -169.19582293119356]",Dset-1.0
60,Dset-1.0/training/Crossing/1_0_3657Image.jpeg,"[258.4218978354368, -62.4165311248353, -81.47876873027144]","[-241.07986493068057, -5.0583830243682355, 18.528818449772004]","[-245.97635634327588, -107.27405638091608, -166.49129677749775]",Dset-1.0
61,Dset-1.0/training/Crossing/1_0_3935Image.jpeg,"[255.50546427966538, -64.77126251201942, -83.06301848506837]","[-239.95223169933882, -1.98576214531468, 14.814619436275345]","[-262.8727752880854, -78.9354311146503, -162.89291292763517]",Dset-1.0
62,Dset-1.0/training/Crossing/1_0_3346Image.jpeg,"[-101.51143960783216, -190.51954997483065, -50.133704467823826]","[188.0144147473679, -86.95390916973041, 29.111740635546713]","[-412.50164529750344, 114.88706182758985, -4.402657704640477]",Dset-1.0
63,Dset-1.0/training/Crossing/1_0_3367Image.jpeg,"[22.261016537216346, -202.05532088287458, -124.18484119681052]","[-206.53617627441153, -23.259678698061226, 14.142274222376143]","[-309.6183077781125, 67.43861509365563, 3.235233745914993]",Dset-1.0
64,Dset-1.0/training/Crossing/1_0_3348Image.jpeg,"[-100.22436562931519, -192.0272733344317, -51.55682257404154]","[189.96317694868972, -86.37911760314473, 30.522781073882424]","[-407.46908205446033, 116.26532578440515, -3.0371753273627293]",Dset-1.0
65,Dset-1.0/training/Crossing/1_0_3796Image.jpeg,"[137.15943375587403, -138.04945003853607, -125.34246518142292]","[-215.58934787068836, -26.192852181652487, 16.160974147154068]","[-318.6874053570177, 75.99411196779539, -0.46781043614371154]",Dset-1.0
66,Dset-1.0/training/Crossing/1_0_3494Image.jpeg,"[191.05513035253176, -112.28095937114556, -112.26861110772433]","[-234.27327582354428, -2.902393905724409, 18.17165448415454]","[-252.79095312081765, -107.53118669396386, -167.41866855204992]",Dset-1.0
67,Dset-1.0/training/Crossing/1_0_3879Image.jpeg,"[238.65269329737114, -81.56820462361206, -94.07441545501649]","[-235.42157475691565, -2.8376712491828195, 14.79170642090161]","[-267.4952555839542, -75.28983177880306, -166.78712448996578]",Dset-1.0
68,Dset-1.0/training/Crossing/1_0_3224Image.jpeg,"[457.14863481174353, 88.87056998310787, 31.563113120558057]","[-245.51298118237904, -6.1589310546931655, 16.77267852202698]","[-259.7463291128711, -71.12933258133546, -165.21648574622787]",Dset-1.0
69,Dset-1.0/training/Crossing/1_0_3724Image.jpeg,"[463.85562659620393, 90.98805455948721, 31.40080289569774]","[-246.44286817109193, -4.047111952590902, 15.613453566994515]","[-256.8107075512391, -69.66941703868012, -164.02382903605965]",Dset-1.0
70,Dset-1.0/training/Crossing/1_0_3541Image.jpeg,"[23.990888546384483, -188.08989789881505, -118.21491537436957]","[44.01278338035059, -22.394663171041145, 100.90527744178122]","[-350.9376360394763, 93.80056930057715, 2.2363211498987448]",Dset-1.0
71,Dset-1.0/training/Crossing/1_0_3611Image.jpeg,"[111.62462147523549, -162.00924993182193, -138.0967817524156]","[-233.53140817330402, -5.083441781697443, 14.604293028113515]","[-230.14221334073602, -108.52651087666561, -157.79896994218262]",Dset-1.0
72,Dset-1.0/training/Crossing/1_0_3807Image.jpeg,"[4.640773265556824, -192.33158699988093, -111.66594053280804]","[1.8231281625030509, -43.10944084337949, 123.53147932236764]","[-364.35227408367604, 93.79250675836602, 4.117211160384462]",Dset-1.0
73,Dset-1.0/training/Crossing/1_0_3188Image.jpeg,"[261.70100331254116, -60.53377826048185, -80.97383343152339]","[-242.31775063518685, -5.1074056800790295, 17.072442675639472]","[-247.28181140718084, -108.3272753908248, -168.28450155271338]",Dset-1.0
74,Dset-1.0/training/Crossing/1_0_3803Image.jpeg,"[73.11323963725562, -176.06130459612677, -128.62587776754222]","[-149.1292479663632, -80.40314501462291, 45.32267132931804]","[-343.2064207099649, 76.60694286237755, 5.306998186054714]",Dset-1.0
75,Dset-1.0/training/Crossing/1_0_3686Image.jpeg,"[451.70387216428963, 91.55751414727507, 32.450392561228604]","[-246.83089501274873, -6.713625853701217, 19.10874521030853]","[-258.363830159032, -70.89949605863042, -164.99286100323596]",Dset-1.0
76,Dset-1.0/training/Crossing/1_0_3653Image.jpeg,"[229.88760061186147, -78.0808368415947, -90.41612665723106]","[-236.5200706810922, -4.565030322210888, 18.649362949071975]","[-265.7770028172119, -77.4421933695002, -160.02947548500342]",Dset-1.0
77,Dset-1.0/training/Crossing/1_0_3497Image.jpeg,"[193.98440869285182, -113.59819714686549, -111.36534583809123]","[-237.8455481577113, -1.9741442040065165, 18.827635285761314]","[-249.70122986808073, -110.07979780593925, -165.81422272101062]",Dset-1.0
78,Dset-1.0/training/Crossing/1_0_3349Image.jpeg,"[-116.52982898528137, -184.2783082427418, -29.691496156635466]","[189.79409826039654, -87.00125811551254, 30.24801518840195]","[-407.5900897298427, 115.21717589538322, -2.8493692069619505]",Dset-1.0
79,Dset-1.0/training/Crossing/1_0_3363Image.jpeg,"[-1.4859386678155848, -202.96989730010267, -112.03971834281934]","[-39.345154830169704, -69.61983753366154, 130.91057855370104]","[-361.04424574036193, 75.49167119503716, 7.289026762660595]",Dset-1.0
80,Dset-1.0/training/Crossing/1_0_3337Image.jpeg,"[-72.28385948358384, -192.77730938364914, -68.22513663438687]","[169.6623847910616, -67.41518112233379, 28.353780400959938]","[-405.5299580165242, 118.19423232302789, -4.19643326229591]",Dset-1.0
81,Dset-1.0/training/Crossing/1_0_3240Image.jpeg,"[432.8809781648294, 75.45487725944758, 19.53713664664308]","[-240.15047916726525, -7.087576984009011, 17.544197886410142]","[-265.60102753760214, -69.54749961268607, -166.01182361516624]",Dset-1.0
82,Dset-1.0/training/Crossing/1_0_3129Image.jpeg,"[209.23400737855908, -91.09273067111752, -101.62933767854395]","[-236.1853546707104, -8.505874868186382, 16.40323780922685]","[-321.6555266477857, 43.37990420259544, -32.97372729282763]",Dset-1.0
83,Dset-1.0/training/Crossing/1_0_3258Image.jpeg,"[232.26363809684898, -76.29500480949083, -89.31744810340489]","[-235.36372290589333, -5.804150406994757, 19.408293016196087]","[-276.8103847764468, -44.55657904588971, -140.26277645584864]",Dset-1.0
84,Dset-1.0/training/Crossing/1_0_3582Image.jpeg,"[-206.77646096368377, -146.41135368761934, 75.12281329232407]","[261.53748089345197, -106.77419957270803, 69.47191516617313]","[-450.5289399793907, 114.16590734632041, -2.9134790519459024]",Dset-1.0
85,Dset-1.0/training/Crossing/1_0_3932Image.jpeg,"[255.80539267900423, -65.11287461653518, -83.0916346593763]","[-235.35380639639357, -1.86079360658979, 15.544247384670106]","[-263.99554444360723, -76.97633871079589, -162.90041278824418]",Dset-1.0
86,Dset-1.0/training/Crossing/1_0_3511Image.jpeg,"[188.77565189275532, -116.3969025502204, -113.74454776548076]","[-243.97776691870376, -4.287425652920343, 15.609673017418428]","[-249.51506094434654, -79.43833453707774, -146.63908240799856]",Dset-1.0
87,Dset-1.0/training/Crossing/1_0_3672Image.jpeg,"[342.5066949028806, 2.0272678714118837, -37.14245196361738]","[-240.99571624485267, -7.419537141183706, 17.628449769046213]","[-246.42349328436558, -105.67171418367764, -170.02403887405288]",Dset-1.0
88,Dset-1.0/training/Crossing/1_0_3495Image.jpeg,"[194.37849206126663, -110.50200142284011, -112.15497415186562]","[-235.26699660098595, -2.0810023236705364, 18.050114097186615]","[-251.6731741845066, -106.31133003334539, -167.94958736746713]",Dset-1.0
89,Dset-1.0/training/Crossing/1_0_3431Image.jpeg,"[397.0773438037304, 45.44807953144485, -3.2437083117391117]","[-243.51232445554425, -4.282870306446296, 16.906256442716696]","[-266.8039788886119, -74.41526104728388, -163.9867207361021]",Dset-1.0
90,Dset-1.0/training/Crossing/1_0_3683Image.jpeg,"[431.82460273535213, 74.7398320364972, 20.63172874011557]","[-246.6119136297341, -6.131124379853409, 17.40858087553483]","[-261.3813718961587, -72.39508136090727, -164.72953389948773]",Dset-1.0
91,Dset-1.0/training/Crossing/1_0_3407Image.jpeg,"[193.40195342201, -111.11741455089337, -112.52718953354469]","[-236.43303415045187, -1.3650689388327009, 15.016985928636656]","[-252.2034739173463, -108.1952968848735, -171.9299511973975]",Dset-1.0
92,Dset-1.0/training/Crossing/1_0_3113Image.jpeg,"[210.51910537332444, -91.42549297630347, -103.12804930654447]","[-236.04292142222053, -8.051354783242829, 16.17986883393769]","[-322.8560837164881, 42.745751432399665, -32.90315708947848]",Dset-1.0
93,Dset-1.0/training/Crossing/1_0_3503Image.jpeg,"[190.51900171351363, -115.98004038556765, -113.49308796223018]","[-242.6807668901351, -1.7751002729877954, 16.747374743937797]","[-304.6788641124528, 14.260911541403354, -71.37388640862525]",Dset-1.0
94,Dset-1.0/training/Crossing/1_0_4000Image.jpeg,"[254.377467360831, -66.07559088686789, -83.64027395303455]","[-237.43303119172978, -2.09381751477872, 16.636722532166157]","[-265.3733840720904, -76.26718430516556, -164.773061020543]",Dset-1.0
95,Dset-1.0/training/Crossing/1_0_3899Image.jpeg,"[255.76909195437725, -64.92694000737252, -82.72310264441968]","[-237.43303119172978, -2.09381751477872, 16.636722532166157]","[-264.7784599103792, -75.82352497533677, -164.7384582009508]",Dset-1.0
96,Dset-1.0/training/Crossing/1_0_3473Image.jpeg,"[431.81831067530925, 75.55219621001147, 20.451968567332415]","[-240.85270013737917, -3.528516066400948, 14.788560690169945]","[-289.34332731766216, -1.8899903954189476, -114.16845689829113]",Dset-1.0
97,Dset-1.0/training/Crossing/1_0_3667Image.jpeg,"[341.37196930219926, 1.0962937918877675, -38.0088844494014]","[-242.5087770405721, -5.681048381804296, 18.080469188075483]","[-244.2813022357712, -105.8218420786452, -168.44839689215706]",Dset-1.0
98,Dset-1.0/training/Crossing/1_0_3411Image.jpeg,"[195.90224469057466, -109.69364621335355, -113.14252816722919]","[-235.35825184919256, -2.116455145127345, 15.593943698886083]","[-265.3063209831473, -77.49666432880922, -161.5493041482535]",Dset-1.0
99,Dset-1.0/training/Crossing/1_0_3641Image.jpeg,"[193.84641724838, -113.52119007852383, -112.0581908042733]","[-241.17886722853854, -5.056828237685247, 19.18461380947597]","[-292.0043242883693, -15.538591838202384, -105.59857760867627]",Dset-1.0
100,Dset-1.0/training/Crossing/1_0_3951Image.jpeg,"[255.6624170524048, -64.8705838242631, -82.62111613401987]","[-236.3311612829149, -0.639033415831279, 16.01487904513969]","[-263.01432941573273, -76.69482485520238, -163.07192133608564]",Dset-1.0
101,Dset-1.0/training/Crossing/1_0_3529Image.jpeg,"[141.54539617221354, -138.13308774692305, -124.00681399343532]","[-214.7486501885883, -24.31131293769855, 16.984827536643163]","[-330.8715611583979, 71.97072446726509, 5.267866446898598]",Dset-1.0
102,Dset-1.0/training/Crossing/1_0_3138Image.jpeg,"[226.3918277461146, -74.32698802286711, -90.36057011451517]","[-238.78449880422565, -7.817721340142932, 15.962879541558374]","[-317.96576892509836, 44.20147569418221, -34.82542864259511]",Dset-1.0
103,Dset-1.0/training/Crossing/1_0_3761Image.jpeg,"[188.213323400335, -111.75911899212014, -111.67542629815576]","[-245.7387358215565, -4.568790507272396, 17.979470760304885]","[-270.0755193625669, -47.22410966661782, -132.21549468176457]",Dset-1.0
104,Dset-1.0/training/Crossing/1_0_3184Image.jpeg,"[258.20258596370553, -62.32718237392925, -81.17628793434767]","[-238.212861453824, -3.69574100830678, 18.900784104967787]","[-249.50708235042026, -107.4161352604827, -169.88470810400455]",Dset-1.0
105,Dset-1.0/training/Crossing/1_0_3216Image.jpeg,"[455.822770671333, 90.82493476758313, 31.337410215828154]","[-242.37508922993337, -5.048892128510758, 18.573534303290366]","[-260.30240941916696, -71.44799975764964, -165.0869658353459]",Dset-1.0
106,Dset-1.0/training/Crossing/1_0_3773Image.jpeg,"[187.73498432389857, -112.19723712137035, -112.23369789116298]","[-244.1806260854597, -4.546031088749539, 18.57774785499195]","[-287.3827974793407, 21.367936002895487, -64.87895577636341]",Dset-1.0
107,Dset-1.0/training/Crossing/1_0_3551Image.jpeg,"[-24.55675965229747, -197.60288880421825, -101.451670616467]","[133.39762323053947, -48.008220018233885, 33.93942088368511]","[-364.57235813144786, 107.48301218388984, -3.8824093428144395]",Dset-1.0
108,Dset-1.0/training/Crossing/1_0_3970Image.jpeg,"[238.00018649140253, -79.94917627544599, -95.76916741026481]","[-236.50861444282316, -3.216285124231507, 15.673817678496722]","[-280.1561258695965, -77.45015920613292, -159.87394767694514]",Dset-1.0
109,Dset-1.0/training/Crossing/1_0_3447Image.jpeg,"[436.99835836060083, 75.73459977163841, 18.94762846310292]","[-241.77494494281746, -2.6141313304363134, 14.404471362985355]","[-291.5901233163535, -3.8326472901605726, -114.14047233029775]",Dset-1.0
